0;0;0
0;0.1;0.1
0.1;0;0.1
0.1;0.1;0.14142135623731
0;0.2;0.2
0.2;0;0.2
0.1;0.2;0.223606797749979
0.2;0.1;0.223606797749979
0.2;0.2;0.282842712474619
0;0.3;0.3
0.3;0;0.3
0.1;0.3;0.316227766016838
0.3;0.1;0.316227766016838
0.2;0.3;0.360555127546399
0.3;0.2;0.360555127546399
0;0.4;0.4
0.4;0;0.4
0.1;0.4;0.412310562561766
0.4;0.1;0.412310562561766
0.3;0.3;0.424264068711929
0.2;0.4;0.447213595499958
0.4;0.2;0.447213595499958
0;0.5;0.5
0.3;0.4;0.5
0.4;0.3;0.5
0.5;0;0.5
0.1;0.5;0.509901951359279
0.5;0.1;0.509901951359279
0.2;0.5;0.53851648071345
0.5;0.2;0.53851648071345
0.4;0.4;0.565685424949238
0.3;0.5;0.58309518948453
0.5;0.3;0.58309518948453
0;0.6;0.6
0.6;0;0.6
0.1;0.6;0.608276253029822
0.6;0.1;0.608276253029822
0.2;0.6;0.632455532033676
0.6;0.2;0.632455532033676
0.4;0.5;0.640312423743285
0.5;0.4;0.640312423743285
0.3;0.6;0.670820393249937
0.6;0.3;0.670820393249937
0;0.7;0.7
0.7;0;0.7
0.1;0.7;0.707106781186547
0.7;0.1;0.707106781186547
0.5;0.5;0.707106781186548
0.4;0.6;0.721110255092798
0.6;0.4;0.721110255092798
0.2;0.7;0.728010988928052
0.7;0.2;0.728010988928052
0.3;0.7;0.761577310586391
0.7;0.3;0.761577310586391
0.5;0.6;0.781024967590665
0.6;0.5;0.781024967590665
0;0.8;0.8
0.8;0;0.8
0.1;0.8;0.806225774829855
0.4;0.7;0.806225774829855
0.7;0.4;0.806225774829855
0.8;0.1;0.806225774829855
0.2;0.8;0.824621125123532
0.8;0.2;0.824621125123532
0.6;0.6;0.848528137423857
0.3;0.8;0.854400374531753
0.8;0.3;0.854400374531753
0.5;0.7;0.860232526704263
0.7;0.5;0.860232526704263
0.4;0.8;0.894427190999916
0.8;0.4;0.894427190999916
0;0.9;0.9
0.9;0;0.9
0.1;0.9;0.905538513813742
0.9;0.1;0.905538513813742
0.2;0.9;0.921954445729289
0.6;0.7;0.921954445729289
0.7;0.6;0.921954445729289
0.9;0.2;0.921954445729289
0.5;0.8;0.94339811320566
0.8;0.5;0.94339811320566
0.3;0.9;0.948683298050514
0.9;0.3;0.948683298050514
0.4;0.9;0.98488578017961
0.9;0.4;0.98488578017961
0.7;0.7;0.989949493661166
0;1;1
1;0;1
0.6;0.8;1
0.8;0.6;1
0.1;1;1.00498756211209
1;0.1;1.00498756211209
0.2;1;1.01980390271856
1;0.2;1.01980390271856
0.5;0.9;1.0295630140987
0.9;0.5;1.0295630140987
0.3;1;1.04403065089105
1;0.3;1.04403065089105
0.7;0.8;1.06301458127346
0.8;0.7;1.06301458127346
0.4;1;1.0770329614269
1;0.4;1.0770329614269
0.6;0.9;1.0816653826392
0.9;0.6;1.0816653826392
0.5;1;1.11803398874989
1;0.5;1.11803398874989
0.8;0.8;1.13137084989848
0.7;0.9;1.14017542509914
0.9;0.7;1.14017542509914
0.6;1;1.16619037896906
1;0.6;1.16619037896906
0.8;0.9;1.20415945787923
0.9;0.8;1.20415945787923
0.7;1;1.22065556157337
1;0.7;1.22065556157337
0.9;0.9;1.27279220613579
0.8;1;1.28062484748657
1;0.8;1.28062484748657
0.9;1;1.34536240470737
1;0.9;1.34536240470737
1;1;1.41421356237309
